ppo_babyai/scripts/train.py --env MiniGrid-GoToDoor-5x5-v0 --model GoToDoor --text --save-interval 10 --frames 5000000

Namespace(algo='ppo', env='MiniGrid-GoToDoor-5x5-v0', model='GoToDoor', seed=1, log_interval=1, save_interval=10, procs=16, frames=5000000, epochs=4, batch_size=256, frames_per_proc=None, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=True, mem=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (word_embedding): Embedding(100, 32)
  (text_rnn): GRU(32, 128, batch_first=True)
  (actor): Sequential(
    (0): Linear(in_features=192, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=192, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 79 | F 161792 | FPS 4861 | D 34 | rR:μσmM 0.50 0.46 0.00 0.99 | F:μσmM 7.2 6.6 1.0 40.0 | H 0.934 | V 0.548 | pL -0.019 | vL 0.071 | ∇ 0.318
U 80 | F 163840 | FPS 4792 | D 35 | rR:μσmM 0.51 0.46 0.00 0.99 | F:μσmM 8.7 10.3 1.0 100.0 | H 0.973 | V 0.491 | pL -0.009 | vL 0.071 | ∇ 0.321
Status saved
U 81 | F 165888 | FPS 4719 | D 35 | rR:μσmM 0.46 0.46 0.00 0.99 | F:μσmM 7.1 7.0 1.0 49.0 | H 0.980 | V 0.498 | pL 0.018 | vL 0.070 | ∇ 0.255
U 82 | F 167936 | FPS 4825 | D 35 | rR:μσmM 0.48 0.47 0.00 0.99 | F:μσmM 6.8 7.9 1.0 82.0 | H 0.874 | V 0.480 | pL 0.014 | vL 0.083 | ∇ 0.350
U 83 | F 169984 | FPS 4811 | D 36 | rR:μσmM 0.57 0.45 0.00 0.99 | F:μσmM 7.8 9.0 1.0 100.0 | H 0.915 | V 0.541 | pL -0.051 | vL 0.065 | ∇ 0.368
U 84 | F 172032 | FPS 4660 | D 36 | rR:μσmM 0.50 0.46 0.00 0.99 | F:μσmM 8.8 13.4 1.0 100.0 | H 0.914 | V 0.467 | pL 0.044 | vL 0.072 | ∇ 0.422
U 85 | F 174080 | FPS 4931 | D 37 | rR:μσmM 0.50 0.46 0.00 0.99 | F:μσmM 9.6 11.7 1.0 68.0 | H 0.947 | V 0.450 | pL 0.033 | vL 0.059 | ∇ 0.310
U 86 | F 176128 | FPS 5246 | D 37 | rR:μσmM 0.52 0.46 0.00 0.99 | F:μσmM 10.0 14.7 1.0 100.0 | H 0.954 | V 0.415 | pL -0.031 | vL 0.057 | ∇ 0.298
U 87 | F 178176 | FPS 5439 | D 37 | rR:μσmM 0.52 0.45 0.00 0.99 | F:μσmM 13.5 18.4 1.0 100.0 | H 0.981 | V 0.424 | pL 0.025 | vL 0.045 | ∇ 0.254
